plan,total_district_num,total_elected,dist_num,mode,H_vk_avg_prop,H_prop_census
000,20,4,5,cambridge,0.585,0.519244978298173
000,20,4,6,cambridge,0.6,0.39962270853222
000,20,4,7,cambridge,0.6175,0.1892128679166402
000,20,4,8,cambridge,0.6025,0.34159281697286153
000,20,4,9,cambridge,0.6375,0.19203179913947088
000,20,4,10,cambridge,0.615,0.4244135405141193
000,20,4,11,cambridge,0.6075,0.20291177788668427
000,20,4,12,cambridge,0.6375,0.3800873470846342
000,20,4,13,cambridge,0.6075,0.32893163027999467
000,20,4,14,cambridge,0.6225,0.5187626592595825
000,20,4,15,cambridge,0.6125,0.3364472437433811
000,20,4,16,cambridge,0.61,0.33583336141140246
000,20,4,17,cambridge,0.58,0.2707229329020242
000,20,4,18,cambridge,0.5925,0.42707346445105754
000,20,4,19,cambridge,0.6225,0.37462042983760657
200,20,4,0,cambridge,0.6075,0.4501223962063089
200,20,4,1,cambridge,0.6025,0.4589685963641167
200,20,4,2,cambridge,0.6175,0.25793831119358257
200,20,4,3,cambridge,0.6,0.4067306046582252
200,20,4,4,cambridge,0.6225,0.4256771802606476
200,20,4,5,cambridge,0.5875,0.18441791988617276
200,20,4,6,cambridge,0.5975,0.332617979530177
200,20,4,7,cambridge,0.605,0.1797212723999607
200,20,4,8,cambridge,0.63,0.38738710379761443
200,20,4,9,cambridge,0.61,0.40680699763200423
200,20,4,10,cambridge,0.6125,0.4180278688661056
200,20,4,11,cambridge,0.6125,0.22598693047346247
200,20,4,12,cambridge,0.615,0.1941957615222157
200,20,4,13,cambridge,0.625,0.21374846020954397
200,20,4,14,cambridge,0.6125,0.6192848889459495
200,20,4,15,cambridge,0.6275,0.2937739902651363
200,20,4,16,cambridge,0.6225,0.543337414020272
200,20,4,17,cambridge,0.6425,0.3244569217104428
200,20,4,18,cambridge,0.5975,0.4598105870973376
200,20,4,19,cambridge,0.5925,0.3287186686311661
400,20,4,0,cambridge,0.6,0.3930201026949022
400,20,4,1,cambridge,0.6125,0.30499153196722095
400,20,4,2,cambridge,0.6225,0.39416939984568783
400,20,4,3,cambridge,0.6025,0.30538402500458517
400,20,4,4,cambridge,0.62,0.5243000592433669
400,20,4,5,cambridge,0.625,0.16753065320218702
400,20,4,6,cambridge,0.615,0.4881058944635904
400,20,4,7,cambridge,0.605,0.23259749844227215
400,20,4,8,cambridge,0.605,0.22085479011747947
400,20,4,9,cambridge,0.6375,0.180023953634574
400,20,4,10,cambridge,0.6175,0.4890183382036439
400,20,4,11,cambridge,0.6175,0.20461659046034184
400,20,4,12,cambridge,0.6025,0.2791273424811822
400,20,4,13,cambridge,0.605,0.3674959778116045
400,20,4,14,cambridge,0.615,0.6201284037385809
400,20,4,15,cambridge,0.605,0.313253568593343
400,20,4,16,cambridge,0.6075,0.28680452312808796
400,20,4,17,cambridge,0.61,0.4727991900322112
400,20,4,18,cambridge,0.605,0.43865264658223185
400,20,4,19,cambridge,0.5925,0.4176562013888384
600,20,4,0,cambridge,0.6,0.48976379244423524
600,20,4,1,cambridge,0.605,0.3251334968824163
600,20,4,2,cambridge,0.6325,0.5684027267725141
600,20,4,3,cambridge,0.6125,0.271379184350319
600,20,4,4,cambridge,0.615,0.3195853117007072
600,20,4,5,cambridge,0.6225,0.4666825708299505
600,20,4,6,cambridge,0.5925,0.2530250428396736
600,20,4,7,cambridge,0.6175,0.36603437329737254
600,20,4,8,cambridge,0.6125,0.17833222220744943
600,20,4,9,cambridge,0.6175,0.29036777210035064
600,20,4,10,cambridge,0.645,0.26938166688857246
600,20,4,11,cambridge,0.6025,0.1960528588702712
600,20,4,12,cambridge,0.6225,0.36477727423170586
600,20,4,13,cambridge,0.5925,0.3794252839396748
600,20,4,14,cambridge,0.64,0.4732843862107984
600,20,4,15,cambridge,0.595,0.17882838855290797
600,20,4,16,cambridge,0.63,0.1853418093183966
600,20,4,17,cambridge,0.6175,0.5358680928343907
600,20,4,18,cambridge,0.6275,0.4983320698485642
600,20,4,19,cambridge,0.625,0.4553491012540345
800,20,4,0,cambridge,0.5975,0.4265121550606454
800,20,4,1,cambridge,0.605,0.22374936671623985
800,20,4,2,cambridge,0.605,0.37932739861523246
800,20,4,3,cambridge,0.5925,0.4967845680925741
800,20,4,4,cambridge,0.6175,0.3449926246940533
800,20,4,5,cambridge,0.6075,0.3581909911630479
800,20,4,6,cambridge,0.6125,0.5443458633257802
800,20,4,7,cambridge,0.6025,0.34200172352260166
800,20,4,8,cambridge,0.6225,0.20670089760601662
800,20,4,9,cambridge,0.6125,0.23139753586020984
800,20,4,10,cambridge,0.605,0.559307870654701
800,20,4,11,cambridge,0.6225,0.17362173544947376
800,20,4,12,cambridge,0.6175,0.19115292039363813
800,20,4,13,cambridge,0.6175,0.3609951440061202
800,20,4,14,cambridge,0.6075,0.27396140303939054
800,20,4,15,cambridge,0.6175,0.33562567923342906
800,20,4,16,cambridge,0.6075,0.22324727243682166
800,20,4,17,cambridge,0.5925,0.5339386324844722
800,20,4,18,cambridge,0.6125,0.56795695833143
800,20,4,19,cambridge,0.6125,0.31774380475628305
000,20,4,0,slate_pl,0.7025,0.4845689937508477
000,20,4,1,slate_pl,0.695,0.2293154333879419
000,20,4,2,slate_pl,0.7175,0.6523292015586047
000,20,4,3,slate_pl,0.7025,0.3376923951059988
000,20,4,4,slate_pl,0.7025,0.16536923081897875
000,20,4,5,slate_pl,0.72,0.519244978298173
000,20,4,6,slate_pl,0.7,0.39962270853222
000,20,4,7,slate_pl,0.685,0.1892128679166402
000,20,4,8,slate_pl,0.72,0.34159281697286153
000,20,4,9,slate_pl,0.7075,0.19203179913947088
000,20,4,10,slate_pl,0.7125,0.4244135405141193
000,20,4,11,slate_pl,0.7175,0.20291177788668427
000,20,4,12,slate_pl,0.715,0.3800873470846342
000,20,4,13,slate_pl,0.715,0.32893163027999467
000,20,4,14,slate_pl,0.6975,0.5187626592595825
000,20,4,15,slate_pl,0.71,0.3364472437433811
000,20,4,16,slate_pl,0.71,0.33583336141140246
000,20,4,17,slate_pl,0.6925,0.2707229329020242
000,20,4,18,slate_pl,0.7125,0.42707346445105754
000,20,4,19,slate_pl,0.7025,0.37462042983760657
200,20,4,0,slate_pl,0.71,0.4501223962063089
200,20,4,1,slate_pl,0.7275,0.4589685963641167
200,20,4,2,slate_pl,0.71,0.25793831119358257
200,20,4,3,slate_pl,0.7125,0.4067306046582252
200,20,4,4,slate_pl,0.72,0.4256771802606476
200,20,4,5,slate_pl,0.7,0.18441791988617276
200,20,4,6,slate_pl,0.715,0.332617979530177
200,20,4,7,slate_pl,0.7,0.1797212723999607
200,20,4,8,slate_pl,0.7075,0.38738710379761443
200,20,4,9,slate_pl,0.7225,0.40680699763200423
200,20,4,10,slate_pl,0.7225,0.4180278688661056
200,20,4,11,slate_pl,0.72,0.22598693047346247
200,20,4,12,slate_pl,0.705,0.1941957615222157
200,20,4,13,slate_pl,0.69,0.21374846020954397
200,20,4,14,slate_pl,0.7075,0.6192848889459495
200,20,4,15,slate_pl,0.725,0.2937739902651363
200,20,4,16,slate_pl,0.695,0.543337414020272
200,20,4,17,slate_pl,0.6925,0.3244569217104428
200,20,4,18,slate_pl,0.7125,0.4598105870973376
200,20,4,19,slate_pl,0.705,0.3287186686311661
400,20,4,0,slate_pl,0.695,0.3930201026949022
400,20,4,1,slate_pl,0.7025,0.30499153196722095
400,20,4,2,slate_pl,0.71,0.39416939984568783
400,20,4,3,slate_pl,0.7025,0.30538402500458517
400,20,4,4,slate_pl,0.7025,0.5243000592433669
400,20,4,5,slate_pl,0.715,0.16753065320218702
400,20,4,6,slate_pl,0.705,0.4881058944635904
400,20,4,7,slate_pl,0.7075,0.23259749844227215
400,20,4,8,slate_pl,0.7225,0.22085479011747947
400,20,4,9,slate_pl,0.7225,0.180023953634574
400,20,4,10,slate_pl,0.725,0.4890183382036439
400,20,4,11,slate_pl,0.705,0.20461659046034184
400,20,4,12,slate_pl,0.69,0.2791273424811822
400,20,4,13,slate_pl,0.725,0.3674959778116045
400,20,4,14,slate_pl,0.7125,0.6201284037385809
400,20,4,15,slate_pl,0.71,0.313253568593343
400,20,4,16,slate_pl,0.725,0.28680452312808796
400,20,4,17,slate_pl,0.725,0.4727991900322112
400,20,4,18,slate_pl,0.72,0.43865264658223185
400,20,4,19,slate_pl,0.6975,0.4176562013888384
600,20,4,0,slate_pl,0.7125,0.48976379244423524
600,20,4,1,slate_pl,0.7225,0.3251334968824163
600,20,4,2,slate_pl,0.7275,0.5684027267725141
600,20,4,3,slate_pl,0.71,0.271379184350319
600,20,4,4,slate_pl,0.71,0.3195853117007072
600,20,4,5,slate_pl,0.715,0.4666825708299505
600,20,4,6,slate_pl,0.705,0.2530250428396736
600,20,4,7,slate_pl,0.695,0.36603437329737254
600,20,4,8,slate_pl,0.7025,0.17833222220744943
600,20,4,9,slate_pl,0.7125,0.29036777210035064
600,20,4,10,slate_pl,0.71,0.26938166688857246
600,20,4,11,slate_pl,0.7025,0.1960528588702712
600,20,4,12,slate_pl,0.72,0.36477727423170586
600,20,4,13,slate_pl,0.7,0.3794252839396748
600,20,4,14,slate_pl,0.71,0.4732843862107984
600,20,4,15,slate_pl,0.715,0.17882838855290797
600,20,4,16,slate_pl,0.7075,0.1853418093183966
600,20,4,17,slate_pl,0.7125,0.5358680928343907
600,20,4,18,slate_pl,0.72,0.4983320698485642
600,20,4,19,slate_pl,0.7,0.4553491012540345
800,20,4,0,slate_pl,0.71,0.4265121550606454
800,20,4,1,slate_pl,0.7125,0.22374936671623985
800,20,4,2,slate_pl,0.715,0.37932739861523246
800,20,4,3,slate_pl,0.69,0.4967845680925741
800,20,4,4,slate_pl,0.705,0.3449926246940533
800,20,4,5,slate_pl,0.71,0.3581909911630479
800,20,4,6,slate_pl,0.7025,0.5443458633257802
800,20,4,7,slate_pl,0.7025,0.34200172352260166
800,20,4,8,slate_pl,0.705,0.20670089760601662
800,20,4,9,slate_pl,0.7175,0.23139753586020984
800,20,4,10,slate_pl,0.715,0.559307870654701
800,20,4,11,slate_pl,0.715,0.17362173544947376
800,20,4,12,slate_pl,0.715,0.19115292039363813
800,20,4,13,slate_pl,0.71,0.3609951440061202
800,20,4,14,slate_pl,0.71,0.27396140303939054
800,20,4,15,slate_pl,0.7075,0.33562567923342906
800,20,4,16,slate_pl,0.7175,0.22324727243682166
800,20,4,17,slate_pl,0.7125,0.5339386324844722
800,20,4,18,slate_pl,0.705,0.56795695833143
800,20,4,19,slate_pl,0.7025,0.31774380475628305
000,20,4,0,slate_bt,0.6175,0.4845689937508477
000,20,4,1,slate_bt,0.6075,0.2293154333879419
000,20,4,2,slate_bt,0.62,0.6523292015586047
000,20,4,3,slate_bt,0.605,0.3376923951059988
000,20,4,4,slate_bt,0.61,0.16536923081897875
000,20,4,5,slate_bt,0.595,0.519244978298173
000,20,4,6,slate_bt,0.62,0.39962270853222
000,20,4,7,slate_bt,0.615,0.1892128679166402
000,20,4,8,slate_bt,0.625,0.34159281697286153
000,20,4,9,slate_bt,0.6275,0.19203179913947088
000,20,4,10,slate_bt,0.6325,0.4244135405141193
000,20,4,11,slate_bt,0.615,0.20291177788668427
000,20,4,12,slate_bt,0.625,0.3800873470846342
000,20,4,13,slate_bt,0.6075,0.32893163027999467
000,20,4,14,slate_bt,0.6175,0.5187626592595825
000,20,4,15,slate_bt,0.6175,0.3364472437433811
000,20,4,16,slate_bt,0.6125,0.33583336141140246
000,20,4,17,slate_bt,0.605,0.2707229329020242
000,20,4,18,slate_bt,0.6175,0.42707346445105754
000,20,4,19,slate_bt,0.61,0.37462042983760657
200,20,4,0,slate_bt,0.61,0.4501223962063089
200,20,4,1,slate_bt,0.6175,0.4589685963641167
200,20,4,2,slate_bt,0.625,0.25793831119358257
200,20,4,3,slate_bt,0.61,0.4067306046582252
200,20,4,4,slate_bt,0.6075,0.4256771802606476
200,20,4,5,slate_bt,0.59,0.18441791988617276
200,20,4,6,slate_bt,0.6075,0.332617979530177
200,20,4,7,slate_bt,0.62,0.1797212723999607
200,20,4,8,slate_bt,0.6125,0.38738710379761443
200,20,4,9,slate_bt,0.61,0.40680699763200423
200,20,4,10,slate_bt,0.5975,0.4180278688661056
200,20,4,11,slate_bt,0.625,0.22598693047346247
200,20,4,12,slate_bt,0.635,0.1941957615222157
200,20,4,13,slate_bt,0.5975,0.21374846020954397
200,20,4,14,slate_bt,0.635,0.6192848889459495
200,20,4,15,slate_bt,0.62,0.2937739902651363
200,20,4,16,slate_bt,0.6225,0.543337414020272
200,20,4,17,slate_bt,0.6225,0.3244569217104428
200,20,4,18,slate_bt,0.6125,0.4598105870973376
200,20,4,19,slate_bt,0.61,0.3287186686311661
400,20,4,0,slate_bt,0.61,0.3930201026949022
400,20,4,1,slate_bt,0.595,0.30499153196722095
400,20,4,2,slate_bt,0.5925,0.39416939984568783
400,20,4,3,slate_bt,0.6075,0.30538402500458517
400,20,4,4,slate_bt,0.6125,0.5243000592433669
400,20,4,5,slate_bt,0.6225,0.16753065320218702
400,20,4,6,slate_bt,0.62,0.4881058944635904
400,20,4,7,slate_bt,0.635,0.23259749844227215
400,20,4,8,slate_bt,0.62,0.22085479011747947
400,20,4,9,slate_bt,0.6225,0.180023953634574
400,20,4,10,slate_bt,0.625,0.4890183382036439
400,20,4,11,slate_bt,0.595,0.20461659046034184
400,20,4,12,slate_bt,0.63,0.2791273424811822
400,20,4,13,slate_bt,0.6275,0.3674959778116045
400,20,4,14,slate_bt,0.6175,0.6201284037385809
400,20,4,15,slate_bt,0.595,0.313253568593343
400,20,4,16,slate_bt,0.64,0.28680452312808796
400,20,4,17,slate_bt,0.625,0.4727991900322112
400,20,4,18,slate_bt,0.615,0.43865264658223185
400,20,4,19,slate_bt,0.605,0.4176562013888384
600,20,4,0,slate_bt,0.62,0.48976379244423524
600,20,4,1,slate_bt,0.6125,0.3251334968824163
600,20,4,2,slate_bt,0.6425,0.5684027267725141
600,20,4,3,slate_bt,0.62,0.271379184350319
600,20,4,4,slate_bt,0.62,0.3195853117007072
600,20,4,5,slate_bt,0.63,0.4666825708299505
600,20,4,6,slate_bt,0.61,0.2530250428396736
600,20,4,7,slate_bt,0.6125,0.36603437329737254
600,20,4,8,slate_bt,0.6325,0.17833222220744943
600,20,4,9,slate_bt,0.615,0.29036777210035064
600,20,4,10,slate_bt,0.655,0.26938166688857246
600,20,4,11,slate_bt,0.6,0.1960528588702712
600,20,4,12,slate_bt,0.61,0.36477727423170586
600,20,4,13,slate_bt,0.6125,0.3794252839396748
600,20,4,14,slate_bt,0.62,0.4732843862107984
600,20,4,15,slate_bt,0.6325,0.17882838855290797
600,20,4,16,slate_bt,0.6425,0.1853418093183966
600,20,4,17,slate_bt,0.6125,0.5358680928343907
600,20,4,18,slate_bt,0.6175,0.4983320698485642
600,20,4,19,slate_bt,0.6025,0.4553491012540345
800,20,4,0,slate_bt,0.6175,0.4265121550606454
800,20,4,1,slate_bt,0.6125,0.22374936671623985
800,20,4,2,slate_bt,0.6175,0.37932739861523246
800,20,4,3,slate_bt,0.6175,0.4967845680925741
800,20,4,4,slate_bt,0.61,0.3449926246940533
800,20,4,5,slate_bt,0.6175,0.3581909911630479
800,20,4,6,slate_bt,0.615,0.5443458633257802
800,20,4,7,slate_bt,0.5875,0.34200172352260166
800,20,4,8,slate_bt,0.6025,0.20670089760601662
800,20,4,9,slate_bt,0.6175,0.23139753586020984
800,20,4,10,slate_bt,0.62,0.559307870654701
800,20,4,11,slate_bt,0.61,0.17362173544947376
800,20,4,12,slate_bt,0.6225,0.19115292039363813
800,20,4,13,slate_bt,0.6175,0.3609951440061202
800,20,4,14,slate_bt,0.605,0.27396140303939054
800,20,4,15,slate_bt,0.6325,0.33562567923342906
800,20,4,16,slate_bt,0.6125,0.22324727243682166
800,20,4,17,slate_bt,0.6075,0.5339386324844722
800,20,4,18,slate_bt,0.6,0.56795695833143
800,20,4,19,slate_bt,0.6275,0.31774380475628305
000,40,1,0,cambridge,0.98,0.42896297950793294
000,40,1,1,cambridge,0.95,0.3330318116220397
000,40,1,2,cambridge,0.96,0.16686724388082622
000,40,1,3,cambridge,0.97,0.4302888003092673
000,40,1,4,cambridge,0.99,0.46903137553677793
000,40,1,5,cambridge,0.98,0.22341581702377358
000,40,1,6,cambridge,0.97,0.33063052081766453
000,40,1,7,cambridge,0.96,0.22188955246746456
000,40,1,8,cambridge,0.99,0.4348222130429576
000,40,1,9,cambridge,0.96,0.4189512965672243
000,40,1,10,cambridge,0.98,0.1950365747335251
000,40,1,11,cambridge,0.96,0.16500036233061044
000,40,1,12,cambridge,0.95,0.36546866749782375
000,40,1,13,cambridge,0.99,0.5800260019306823
000,40,1,14,cambridge,0.98,0.45156665707309623
000,40,1,15,cambridge,0.98,0.18742936151050618
000,40,1,16,cambridge,0.96,0.47460504795891634
000,40,1,17,cambridge,0.96,0.6215800598953786
000,40,1,18,cambridge,1.0,0.18554106816635024
000,40,1,19,cambridge,0.98,0.31587010431824236
000,40,1,20,cambridge,0.96,0.18265193384579062
000,40,1,21,cambridge,0.96,0.20511363483347292
000,40,1,22,cambridge,0.98,0.707062107690337
000,40,1,23,cambridge,0.99,0.4682095876878282
000,40,1,24,cambridge,0.97,0.4485098246330942
000,40,1,25,cambridge,0.99,0.39144781257353894
000,40,1,26,cambridge,1.0,0.48159091366877493
000,40,1,27,cambridge,0.98,0.47899046869087675
000,40,1,28,cambridge,0.97,0.41603070609008663
000,40,1,29,cambridge,0.99,0.3354520783682078
000,40,1,30,cambridge,0.97,0.19996386377963762
000,40,1,31,cambridge,0.99,0.4667061681123513
000,40,1,32,cambridge,0.98,0.25656867164241687
000,40,1,33,cambridge,0.99,0.17088544675024947
000,40,1,34,cambridge,0.97,0.15913044144579053
000,40,1,35,cambridge,0.96,0.2690352671254489
000,40,1,36,cambridge,0.95,0.25387914002561784
000,40,1,37,cambridge,0.97,0.3708328661011162
000,40,1,38,cambridge,0.98,0.5406479757552696
000,40,1,39,cambridge,0.97,0.39529344487872375
200,40,1,0,cambridge,0.99,0.5067062288004551
200,40,1,1,cambridge,0.95,0.18846106424925058
200,40,1,2,cambridge,0.98,0.16892110964447585
200,40,1,3,cambridge,0.97,0.4364618345440746
200,40,1,4,cambridge,0.98,0.4542258059526817
200,40,1,5,cambridge,1.0,0.18952490767469238
200,40,1,6,cambridge,0.98,0.4884266570410143
200,40,1,7,cambridge,0.99,0.2621423066776351
200,40,1,8,cambridge,1.0,0.3792411743033005
200,40,1,9,cambridge,0.98,0.33968791111252
200,40,1,10,cambridge,0.98,0.18751836900793542
200,40,1,11,cambridge,0.96,0.13545975342273678
200,40,1,12,cambridge,1.0,0.22390623447318192
200,40,1,13,cambridge,0.97,0.3921293902297987
200,40,1,14,cambridge,0.98,0.1715524047911032
200,40,1,15,cambridge,0.98,0.3159107778663176
200,40,1,16,cambridge,0.99,0.5753187097542489
200,40,1,17,cambridge,0.95,0.3807775941780482
200,40,1,18,cambridge,0.97,0.21560957830474095
200,40,1,19,cambridge,0.99,0.17544800218458217
200,40,1,20,cambridge,0.99,0.38496460159763274
200,40,1,21,cambridge,0.98,0.18219167298712624
200,40,1,22,cambridge,0.95,0.49368813811167755
200,40,1,23,cambridge,0.97,0.37699347204354805
200,40,1,24,cambridge,0.98,0.362524283746746
200,40,1,25,cambridge,0.98,0.4523069199915991
200,40,1,26,cambridge,1.0,0.48250597733637235
200,40,1,27,cambridge,0.98,0.42278179488790485
200,40,1,28,cambridge,0.99,0.39903904113075417
200,40,1,29,cambridge,0.97,0.7650949524939832
200,40,1,30,cambridge,0.99,0.5596779731027343
200,40,1,31,cambridge,0.99,0.4153211142628555
200,40,1,32,cambridge,0.98,0.2699306417541717
200,40,1,33,cambridge,0.99,0.1560782883388148
200,40,1,34,cambridge,0.97,0.21754102937982814
200,40,1,35,cambridge,0.99,0.4501549199474365
200,40,1,36,cambridge,0.98,0.24385967437399494
200,40,1,37,cambridge,0.99,0.40756763278547875
200,40,1,38,cambridge,0.99,0.44252303102817375
200,40,1,39,cambridge,1.0,0.5488049376017363
400,40,1,0,cambridge,0.99,0.27912151309713085
400,40,1,1,cambridge,0.98,0.27315185913888823
400,40,1,2,cambridge,0.99,0.2515511123180732
400,40,1,3,cambridge,0.97,0.14784206038249006
400,40,1,4,cambridge,0.98,0.541530492286054
400,40,1,5,cambridge,0.98,0.19320270356155714
400,40,1,6,cambridge,0.99,0.2671337214282788
400,40,1,7,cambridge,1.0,0.24522024017140864
400,40,1,8,cambridge,1.0,0.7549856632411407
400,40,1,9,cambridge,0.98,0.30208214872786293
400,40,1,10,cambridge,0.99,0.4779318977513169
400,40,1,11,cambridge,0.97,0.3895709418640227
400,40,1,12,cambridge,0.99,0.386286429222254
400,40,1,13,cambridge,0.99,0.1817412502407886
400,40,1,14,cambridge,0.98,0.4544367078892989
400,40,1,15,cambridge,0.99,0.17745463722007562
400,40,1,16,cambridge,0.98,0.2893250302219739
400,40,1,17,cambridge,0.98,0.4876984883562577
400,40,1,18,cambridge,0.97,0.225261421598673
400,40,1,19,cambridge,0.98,0.4358535564575597
400,40,1,20,cambridge,1.0,0.38206262700562077
400,40,1,21,cambridge,0.99,0.20681799122243033
400,40,1,22,cambridge,0.98,0.40357135071503314
400,40,1,23,cambridge,0.96,0.3844911531324836
400,40,1,24,cambridge,0.99,0.3728867990608417
400,40,1,25,cambridge,0.98,0.5038920782486808
400,40,1,26,cambridge,0.96,0.28300240345736777
400,40,1,27,cambridge,0.97,0.4870168612842252
400,40,1,28,cambridge,0.98,0.2627600258013966
400,40,1,29,cambridge,0.97,0.3624091096514121
400,40,1,30,cambridge,0.99,0.6845441053622019
400,40,1,31,cambridge,0.96,0.19502227586289764
400,40,1,32,cambridge,0.98,0.20432158296184894
400,40,1,33,cambridge,0.97,0.1829188443491328
400,40,1,34,cambridge,0.98,0.21856118847045067
400,40,1,35,cambridge,1.0,0.5436105555297146
400,40,1,36,cambridge,0.95,0.3989761241668492
400,40,1,37,cambridge,1.0,0.3804024342678229
400,40,1,38,cambridge,0.98,0.5917101174487808
400,40,1,39,cambridge,1.0,0.39220380691611534
600,40,1,0,cambridge,0.99,0.39275811342121
600,40,1,1,cambridge,0.97,0.18192822810087925
600,40,1,2,cambridge,0.97,0.18971928869582558
600,40,1,3,cambridge,0.99,0.1916070388240742
600,40,1,4,cambridge,0.96,0.45991671295795755
600,40,1,5,cambridge,1.0,0.29806511289368737
600,40,1,6,cambridge,1.0,0.3884169816207626
600,40,1,7,cambridge,1.0,0.1628250404463144
600,40,1,8,cambridge,1.0,0.5993277077954707
600,40,1,9,cambridge,0.96,0.3646700973302486
600,40,1,10,cambridge,1.0,0.45298038607785385
600,40,1,11,cambridge,0.98,0.18501433456301722
600,40,1,12,cambridge,0.96,0.45485064443893375
600,40,1,13,cambridge,0.98,0.20447279199181786
600,40,1,14,cambridge,0.96,0.4247413454106608
600,40,1,15,cambridge,0.98,0.14977752926305077
600,40,1,16,cambridge,0.98,0.177070250779889
600,40,1,17,cambridge,0.95,0.2661767668653298
600,40,1,18,cambridge,0.96,0.321622568427732
600,40,1,19,cambridge,0.98,0.27323335605544197
600,40,1,20,cambridge,0.97,0.42247156681045744
600,40,1,21,cambridge,0.99,0.30197765455334397
600,40,1,22,cambridge,0.99,0.4188386885287239
600,40,1,23,cambridge,0.98,0.5606302578620918
600,40,1,24,cambridge,0.97,0.775335143206536
600,40,1,25,cambridge,0.99,0.27390811339198434
600,40,1,26,cambridge,0.99,0.3697792364747351
600,40,1,27,cambridge,0.97,0.38595683851708257
600,40,1,28,cambridge,1.0,0.5320108217554967
600,40,1,29,cambridge,1.0,0.5281962674552162
600,40,1,30,cambridge,0.97,0.3264710163502796
600,40,1,31,cambridge,0.99,0.14467665492994103
600,40,1,32,cambridge,0.97,0.27450477034480025
600,40,1,33,cambridge,0.98,0.28153216585268354
600,40,1,34,cambridge,0.98,0.2285922909237937
600,40,1,35,cambridge,1.0,0.4381808035862925
600,40,1,36,cambridge,0.97,0.31301339049433685
600,40,1,37,cambridge,1.0,0.42979350543551015
600,40,1,38,cambridge,0.96,0.4183926976505539
600,40,1,39,cambridge,0.97,0.585553376140571
800,40,1,0,cambridge,0.96,0.43199662407537404
800,40,1,1,cambridge,0.98,0.46831159327630234
800,40,1,2,cambridge,0.96,0.13995223208217636
800,40,1,3,cambridge,1.0,0.19793752745189155
800,40,1,4,cambridge,0.99,0.23595036765627272
800,40,1,5,cambridge,0.98,0.5954859049955809
800,40,1,6,cambridge,1.0,0.49217519019305966
800,40,1,7,cambridge,0.97,0.22691409847867283
800,40,1,8,cambridge,0.97,0.25982417103722755
800,40,1,9,cambridge,0.98,0.34558512600126184
800,40,1,10,cambridge,0.99,0.20809883172681048
800,40,1,11,cambridge,0.99,0.437085249131708
800,40,1,12,cambridge,0.99,0.26464304742308087
800,40,1,13,cambridge,0.98,0.37594739007568295
800,40,1,14,cambridge,0.97,0.13779184488313334
800,40,1,15,cambridge,0.99,0.21744731025905398
800,40,1,16,cambridge,0.98,0.16301251770098044
800,40,1,17,cambridge,0.99,0.5385143431116092
800,40,1,18,cambridge,0.98,0.415101722950577
800,40,1,19,cambridge,0.96,0.257893644903501
800,40,1,20,cambridge,1.0,0.2715252816811596
800,40,1,21,cambridge,1.0,0.26087615995519636
800,40,1,22,cambridge,0.98,0.4358783370813928
800,40,1,23,cambridge,0.98,0.4102394560337792
800,40,1,24,cambridge,0.96,0.2595677566600556
800,40,1,25,cambridge,0.97,0.4961863443679492
800,40,1,26,cambridge,0.99,0.8333623957543593
800,40,1,27,cambridge,0.99,0.49415563388995215
800,40,1,28,cambridge,0.98,0.489974625799603
800,40,1,29,cambridge,0.97,0.5324502813480863
800,40,1,30,cambridge,0.98,0.40354076467758465
800,40,1,31,cambridge,0.99,0.2647396662659342
800,40,1,32,cambridge,0.99,0.27566589656458496
800,40,1,33,cambridge,0.98,0.16736641479338732
800,40,1,34,cambridge,0.97,0.23062932372036965
800,40,1,35,cambridge,0.99,0.4415548651594311
800,40,1,36,cambridge,0.96,0.42467855488827505
800,40,1,37,cambridge,1.0,0.36956592432129554
800,40,1,38,cambridge,0.98,0.3035235759239146
800,40,1,39,cambridge,0.99,0.3768614102635642
000,40,1,0,slate_pl,0.97,0.42896297950793294
000,40,1,1,slate_pl,0.97,0.3330318116220397
000,40,1,2,slate_pl,1.0,0.16686724388082622
000,40,1,3,slate_pl,0.96,0.4302888003092673
000,40,1,4,slate_pl,0.98,0.46903137553677793
000,40,1,5,slate_pl,0.99,0.22341581702377358
000,40,1,6,slate_pl,0.97,0.33063052081766453
000,40,1,7,slate_pl,0.99,0.22188955246746456
000,40,1,8,slate_pl,0.99,0.4348222130429576
000,40,1,9,slate_pl,0.98,0.4189512965672243
000,40,1,10,slate_pl,0.97,0.1950365747335251
000,40,1,11,slate_pl,0.97,0.16500036233061044
000,40,1,12,slate_pl,0.98,0.36546866749782375
000,40,1,13,slate_pl,0.99,0.5800260019306823
000,40,1,14,slate_pl,0.98,0.45156665707309623
000,40,1,15,slate_pl,0.96,0.18742936151050618
000,40,1,16,slate_pl,1.0,0.47460504795891634
000,40,1,17,slate_pl,0.98,0.6215800598953786
000,40,1,18,slate_pl,0.98,0.18554106816635024
000,40,1,19,slate_pl,0.99,0.31587010431824236
000,40,1,20,slate_pl,0.99,0.18265193384579062
000,40,1,21,slate_pl,0.99,0.20511363483347292
000,40,1,22,slate_pl,0.99,0.707062107690337
000,40,1,23,slate_pl,0.98,0.4682095876878282
000,40,1,24,slate_pl,0.99,0.4485098246330942
000,40,1,25,slate_pl,0.94,0.39144781257353894
000,40,1,26,slate_pl,0.97,0.48159091366877493
000,40,1,27,slate_pl,0.98,0.47899046869087675
